Type;Author Name;Album Name;Song Name;Punteggio;Analizzata;Recomended;Loreto;Buona;Soft;Vivace;Molto Viv;Camera;Car;Lenta;Country;Strumentale;Classica;Lirica;Live;Discreta;Undefined;Avoid it;Confusionaria;Song Size
Stranieri;Joni Mitchell;1991 - Night Ride Home;Come In From The Cold;896;x;M;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 10.889.344
Stranieri;Joni Mitchell;1991 - Night Ride Home;Night Ride Home;512;x;x;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.845.278
Stranieri;Joni Mitchell;1991 - Night Ride Home;Nothing Can Be Done;512;x;x;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 7.135.360
Stranieri;Joni Mitchell;1991 - Night Ride Home;Passion Play (When All The Slaves Are Free);896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 7.803.175
Stranieri;Joni Mitchell;1991 - Night Ride Home;Ray's Dad's Cadillac;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 6.631.552
Stranieri;Joni Mitchell;1991 - Night Ride Home;Slouching Towards Bethlehem;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 10.039.006
Stranieri;Joni Mitchell;1991 - Night Ride Home;The Only Joy In Town;896;x;M;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 7.559.296
Stranieri;Joni Mitchell;1991 - Night Ride Home;The Windfall (Everything For Nothing);896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 7.601.301
Stranieri;Joni Mitchell;1991 - Night Ride Home;Two Grey Rooms;512;x;x;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.734.528
Stranieri;Joni Mitchell;1994 - Turbulent Indigo;Borderline;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 11.519.207
Stranieri;Joni Mitchell;1994 - Turbulent Indigo;How Do You Stop;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 9.973.825
Stranieri;Joni Mitchell;1994 - Turbulent Indigo;Last Chance Lost;512;x;x;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 7.785.792
Stranieri;Joni Mitchell;1994 - Turbulent Indigo;Not To Blame;512;x;x;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 10.332.205
Stranieri;Joni Mitchell;1994 - Turbulent Indigo;Sex Kills;512;x;x;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 9.470.161
Stranieri;Joni Mitchell;1994 - Turbulent Indigo;Sunny Sunday;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 6.282.180
Stranieri;Joni Mitchell;1994 - Turbulent Indigo;The Magdalene Laundries;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 9.759.612
Stranieri;Joni Mitchell;1994 - Turbulent Indigo;The Sire Of Sorrow (Job's Sad Son;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 17.092.718
Stranieri;Joni Mitchell;1994 - Turbulent Indigo;Turbulent Indigo;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 8.572.600
Stranieri;Joni Mitchell;1994 - Turbulent Indigo;Yvette In English;512;x;x;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 12.667.572
Stranieri;Joni Mitchell;1998 - Taming The Tiger;Face Lift;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 6.762.624
Stranieri;Joni Mitchell;1998 - Taming The Tiger;Harlem In Havana;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 6.412.792
Stranieri;Joni Mitchell;1998 - Taming The Tiger;Lead Balloon;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.230.385
Stranieri;Joni Mitchell;1998 - Taming The Tiger;Love Puts On A New Face;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.434.140
Stranieri;Joni Mitchell;1998 - Taming The Tiger;Man From Mars;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.996.504
Stranieri;Joni Mitchell;1998 - Taming The Tiger;My Best To You;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.343.861
Stranieri;Joni Mitchell;1998 - Taming The Tiger;No Apologies;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 6.181.451
Stranieri;Joni Mitchell;1998 - Taming The Tiger;Stay In Touch;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.293.112
Stranieri;Joni Mitchell;1998 - Taming The Tiger;Taming The Tiger;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 6.193.363
Stranieri;Joni Mitchell;1998 - Taming The Tiger;The Crazy Cries Of Love;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.636.015
Stranieri;Joni Mitchell;1998 - Taming The Tiger;Tiger Bones;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 6.336.932
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;Amelia;769;x;x;x;B;.;.;.;.;.;x;.;.;.;.;.;.;.;.;.;bytes 16.248.295
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;Big Yellow Taxi;768;x;M;L;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.496.304
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;Both Sides Now;897;x;x;x;B;S;.;.;.;.;x;.;.;.;.;.;.;.;.;.;bytes 13.878.063
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;California;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 9.281.579
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;Carey;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 7.391.334
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;Come In From The Cold;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 18.017.590
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;Dancin Clown;768;x;x;x;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 9.270.061
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;Dreamland;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 11.161.258
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;For The Roses;897;x;x;x;B;S;.;.;.;.;x;.;.;.;.;.;.;.;.;.;bytes 18.007.022
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;Free Man In Paris;897;x;x;x;B;S;.;.;.;.;x;.;.;.;.;.;.;.;.;.;bytes 7.354.866
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;Furry Sings The Blues;768;x;x;x;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 12.258.550
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;Help Me;768;x;x;x;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 8.175.656
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;In France They Kiss On Main Street;768;x;x;x;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 8.003.843
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;Nothing Can Be Done;768;x;x;x;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 11.677.748
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;The Circle Game;896;x;M;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 11.683.504
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;The Jungle Line;0;x;x;x;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;bytes 10.584.304
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;You Turn Me On Im A Radio;896;x;M;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 6.405.434
Stranieri;Joni Mitchell;2005 - Songs Of A Prairie Girl (Remastered);Cherokee Louise (Orchestral Version, 2002);896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 14.454.912
Stranieri;Joni Mitchell;2005 - Songs Of A Prairie Girl (Remastered);Chinese Cafeunchained Melody;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 12.767.232
Stranieri;Joni Mitchell;2005 - Songs Of A Prairie Girl (Remastered);Come In From The Cold (Edit);896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 8.755.200
Stranieri;Joni Mitchell;2005 - Songs Of A Prairie Girl (Remastered);Don Juan's Reckless Daughter;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 15.966.208
Stranieri;Joni Mitchell;2005 - Songs Of A Prairie Girl (Remastered);Harlem In Havana;769;x;x;x;B;.;.;.;.;.;x;.;.;.;.;.;.;.;.;.;bytes 10.719.232
Stranieri;Joni Mitchell;2005 - Songs Of A Prairie Girl (Remastered);Let The Wind Carry Me;769;x;x;x;B;.;.;.;.;.;x;.;.;.;.;.;.;.;.;.;bytes 9.461.760
Stranieri;Joni Mitchell;2005 - Songs Of A Prairie Girl (Remastered);Paprika Plains (Remix);769;x;x;x;B;.;.;.;.;.;x;.;.;.;.;.;.;.;.;.;bytes 39.202.816
Stranieri;Joni Mitchell;2005 - Songs Of A Prairie Girl (Remastered);Raised On Robbery;0;x;x;x;B;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;bytes 7.518.208
Stranieri;Joni Mitchell;2005 - Songs Of A Prairie Girl (Remastered);Ray's Dad's Cadillac;0;x;x;x;B;.;.;.;.;.;.;.;.;.;.;.;x;.;.;x;bytes 10.964.992
Stranieri;Joni Mitchell;2005 - Songs Of A Prairie Girl (Remastered);River;512;x;x;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 9.811.636
Stranieri;Joni Mitchell;2005 - Songs Of A Prairie Girl (Remastered);Song For Sharon;896;x;M;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 20.711.424
Stranieri;Joni Mitchell;2005 - Songs Of A Prairie Girl (Remastered);The Tea Leaf Prophecy (Lay Down Your Arms);896;x;M;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 11.790.464
Stranieri;Joni Mitchell;2005 - Songs Of A Prairie Girl (Remastered);Urge For Going;896;x;M;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 12.328.960
Stranieri;Joshua Radin;First between 3rd and 4th;Do You Wanna;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.901.274
Stranieri;Joshua Radin;First between 3rd and 4th;Don't Look Away;0;x;x;.;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;bytes 5.212.830
Stranieri;Joshua Radin;First between 3rd and 4th;Girlfriend in a Coma;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.018.512
Stranieri;Joshua Radin;First between 3rd and 4th;The One You Knew;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.363.328
Stranieri;Joshua Radin;First between 3rd and 4th;Today;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.212.830
Stranieri;Joshua Radin;First between 3rd and 4th;Winter;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.008.448
Stranieri;Joshua Radin;Simple Times;Brand New Day;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.266.422
Stranieri;Joshua Radin;Simple Times;Free of Me;384;x;M;.;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.923.516
Stranieri;Joshua Radin;Simple Times;Friend Like You;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.556.762
Stranieri;Joshua Radin;Simple Times;I'd Rather Be With You;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.248.154
Stranieri;Joshua Radin;Simple Times;No Envy No Fear;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.964.241
Stranieri;Joshua Radin;Simple Times;One of Those Days;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.567.389
Stranieri;Joshua Radin;Simple Times;Sky;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.092.750
Stranieri;Joshua Radin;Simple Times;They Bring Me to You;128;x;M;.;.;S;.;.;.;x;.;.;.;.;.;.;.;.;.;.;bytes 5.920.326
Stranieri;Joshua Radin;Simple Times;Vegetable Car;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.547.323
Stranieri;Joshua Radin;Simple Times;We Are Okay;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.073.984
Stranieri;Joshua Radin;Simple Times;You Got Growin Up To Do - (featuring Patty Griffin);896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.311.210
Stranieri;Joshua Radin;Unclear Sky;Lovely Tonight;384;x;M;.;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.568.964
Stranieri;Joshua Radin;Unclear Sky;Sky (feat. Ingrid Michaelson);256;x;M;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.056.722
Stranieri;Joshua Radin;Unclear Sky;The Fear You Won't Fall;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.437.307
Stranieri;Joshua Radin;Unclear Sky;You Got Growin Up To Do (Demo Version);384;x;M;.;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.173.365
Stranieri;Joshua Radin;Varie;Brand New Day [Radio Edit];896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 7.806.477
Stranieri;Joshua Radin;Varie;Closer;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.291.112
Stranieri;Joshua Radin;Varie;Do You Wanna;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.084.111
Stranieri;Joshua Radin;Varie;Everything'll Be Alright;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.576.754
Stranieri;Joshua Radin;Varie;Friend Like You;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.561.277
Stranieri;Joshua Radin;Varie;Girlfriend in a Coma;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.120.720
Stranieri;Joshua Radin;Varie;I'd Rather Be With You;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.121.131
Stranieri;Joshua Radin;Varie;One leap;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 8.057.664
Stranieri;Joshua Radin;Varie;One of Those Days;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.571.902
Stranieri;Joshua Radin;Varie;Only You;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.545.346
Stranieri;Joshua Radin;Varie;Paperweight;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 6.539.296
Stranieri;Joshua Radin;Varie;Someone Else's Life;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.351.709
Stranieri;Joshua Radin;Varie;Star Mile;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.375.151
Stranieri;Joshua Radin;Varie;Streetlight;896;x;.;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 8.384.064
Stranieri;Joshua Radin;Varie;Sundrenched World;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 6.499.856
Stranieri;Joshua Radin;Varie;The Fear You Won't Fall;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 2.977.920
Stranieri;Joshua Radin;Varie;The rock and the tide;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 9.708.864
Stranieri;Joshua Radin;Varie;These Photographs;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.271.043
Stranieri;Joshua Radin;Varie;They Bring Me To You;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.782.573
Stranieri;Joshua Radin;Varie;Think ill go inside;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 10.285.824
Stranieri;Joshua Radin;Varie;Today;384;x;M;.;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 6.218.451
Stranieri;Joshua Radin;Varie;Wanted;384;x;M;.;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.227.066
Stranieri;Joshua Radin;Varie;We Are Only Getting Better;256;x;M;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.815.584
Stranieri;Joshua Radin;Varie;When You Find Me;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 1.999.709
Stranieri;Joshua Radin;Varie;You Got Growin' Up To Do;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.714.088
Stranieri;Joshua Radin;Varie;You got what i need;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 7.414.464
Stranieri;Joshua Radin;We Were Here;Amy's Song;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.310.005
Stranieri;Joshua Radin;We Were Here;Closer;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.205.966
Stranieri;Joshua Radin;We Were Here;Everything'll Be Alright (Will's Lullaby);896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.945.160
Stranieri;Joshua Radin;We Were Here;Only You;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.567.743
Stranieri;Joshua Radin;We Were Here;Someone Else's Life;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.121.924
Stranieri;Joshua Radin;We Were Here;Star Mile;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.852.308
Stranieri;Joshua Radin;We Were Here;Sundrenched World;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 6.477.992
Stranieri;Joshua Radin;We Were Here;These Photographs;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.972.712
Stranieri;Joshua Radin;We Were Here;Today;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.035.406
Stranieri;Joshua Radin;We Were Here;What If You;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 6.636.608
Stranieri;Joshua Radin;We Were Here;Winter;896;x;M;L;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.928.827
Stranieri;Julio Iglesias;Divorcio;Como han pasado los anos;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.263.936
Stranieri;Julio Iglesias;Divorcio;Corazon de papel;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.755.456
Stranieri;Julio Iglesias;Divorcio;Crazy in love;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.210.688
Stranieri;Julio Iglesias;Divorcio;Criollo soy;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.722.688
Stranieri;Julio Iglesias;Divorcio;Divorcio;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.804.608
Stranieri;Julio Iglesias;Divorcio;Echame a mi la culpa;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.640.768
Stranieri;Julio Iglesias;Divorcio;El bacalao;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.435.392
Stranieri;Julio Iglesias;Divorcio;Esa mujer;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.690.496
Stranieri;Julio Iglesias;Divorcio;La carretera II;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.582.848
Stranieri;Julio Iglesias;Divorcio;La ciudad de madrugada;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 6.172.672
Stranieri;Julio Iglesias;Divorcio;Qué ganaste;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.637.248
Stranieri;Kate Bush;The Best of;Babooska;768;x;x;x;B;.;.;.;.;x;.;.;.;.;.;.;.;.;.;.;bytes 2.924.544
Stranieri;Kate Bush;The Best of;Wuthering Heights;768;x;x;x;B;.;.;.;.;x;.;.;.;.;.;.;.;.;.;.;bytes 4.726.784
Stranieri;Loreena McKennitt;A Winter Garden;Coventry Carol;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 2.252.800
Stranieri;Loreena McKennitt;A Winter Garden;God rest Ye Merry, Gentelmen;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 6.553.600
Stranieri;Loreena McKennitt;A Winter Garden;Good King Wenceslas;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.190.784
Stranieri;Loreena McKennitt;A Winter Garden;Seeds of Love;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.718.592
Stranieri;Loreena McKennitt;A Winter Garden;Snow;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.874.240
Stranieri;Loreena McKennitt;An Ancient Muse;Beneath a phrygian sky;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 18.285.204
Stranieri;Loreena McKennitt;An Ancient Muse;Caravanserai;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 14.656.482
Stranieri;Loreena McKennitt;An Ancient Muse;Incantation;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.041.749
Stranieri;Loreena McKennitt;An Ancient Muse;Kecharitomene;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 12.707.957
Stranieri;Loreena McKennitt;An Ancient Muse;Never-ending road (amran duit);896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 11.538.507
Stranieri;Loreena McKennitt;An Ancient Muse;Penelopés song;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 8.444.773
Stranieri;Loreena McKennitt;An Ancient Muse;Sacred shabbat;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 7.757.648
Stranieri;Loreena McKennitt;An Ancient Muse;The english ladye and the knight;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 13.155.173
Stranieri;Loreena McKennitt;An Ancient Muse;The gates of istanbul;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 13.487.033
Stranieri;Loreena McKennitt;Parallel Dreams;Ancient Pines;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.461.120
Stranieri;Loreena McKennitt;Parallel Dreams;Annachie Gordon;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 8.077.312
Stranieri;Loreena McKennitt;Parallel Dreams;Breaking the silence;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 6.180.864
Stranieri;Loreena McKennitt;Parallel Dreams;Dickens' Dublin (the palace);896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.534.272
Stranieri;Loreena McKennitt;Parallel Dreams;Moon cradle;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.354.048
Stranieri;Loreena McKennitt;Parallel Dreams;Samain night;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 4.337.664
Stranieri;Loreena McKennitt;Parallel Dreams;Standing Stones;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 6.713.344
Stranieri;Loreena McKennitt;The Mask and Mirror;Full Circle;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.718.016
Stranieri;Loreena McKennitt;The Mask and Mirror;Marrakesh Night Market;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 6.246.400
Stranieri;Loreena McKennitt;The Mask and Mirror;Prosperòs Speech;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.252.224
Stranieri;Loreena McKennitt;The Mask and Mirror;Santiago;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.746.688
Stranieri;Loreena McKennitt;The Mask and Mirror;The Bonny Swanns;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 7.061.504
Stranieri;Loreena McKennitt;The Mask and Mirror;The Dark Night of the Soul;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 6.479.872
Stranieri;Loreena McKennitt;The Mask and Mirror;The Mystic's Dream;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 7.393.280
Stranieri;Loreena McKennitt;The Mask and Mirror;The two Trees;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 8.806.400
Stranieri;Loreena McKennitt;To drive the Cold Winter away;Balulalow;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.067.904
Stranieri;Loreena McKennitt;To drive the Cold Winter away;Banquet HAll;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 3.743.744
Stranieri;Loreena McKennitt;To drive the Cold Winter away;In praise of Christmas;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 5.853.184
Stranieri;Loreena McKennitt;To drive the Cold Winter away;Let all that are to Mirth inclined;896;x;x;x;B;S;.;.;.;.;.;.;.;.;.;.;.;.;.;.;bytes 6.635.520
